/root/Desktop/IMG/center_2018_11_01_01_46_07_610.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_07_610.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_07_610.jpg,0,0,0,7.978301E-07
/root/Desktop/IMG/center_2018_11_01_01_46_07_681.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_07_681.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_07_681.jpg,0,0,0,2.099465E-06
/root/Desktop/IMG/center_2018_11_01_01_46_07_752.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_07_752.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_07_752.jpg,0,0,0,1.910542E-06
/root/Desktop/IMG/center_2018_11_01_01_46_07_823.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_07_823.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_07_823.jpg,0,0,0,1.31401E-06
/root/Desktop/IMG/center_2018_11_01_01_46_07_897.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_07_897.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_07_897.jpg,0,0,0,3.067447E-07
/root/Desktop/IMG/center_2018_11_01_01_46_07_969.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_07_969.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_07_969.jpg,0,0,0,8.618275E-07
/root/Desktop/IMG/center_2018_11_01_01_46_08_040.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_08_040.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_08_040.jpg,0,0,0,2.045976E-06
/root/Desktop/IMG/center_2018_11_01_01_46_08_112.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_08_112.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_08_112.jpg,0,0,0,2.840357E-06
/root/Desktop/IMG/center_2018_11_01_01_46_08_184.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_08_184.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_08_184.jpg,0,0,0,3.769556E-06
/root/Desktop/IMG/center_2018_11_01_01_46_08_253.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_08_253.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_08_253.jpg,0,0,0,4.268013E-06
/root/Desktop/IMG/center_2018_11_01_01_46_08_329.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_08_329.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_08_329.jpg,0,0,0,5.431109E-06
/root/Desktop/IMG/center_2018_11_01_01_46_08_397.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_08_397.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_08_397.jpg,0,0,0,3.568081E-06
/root/Desktop/IMG/center_2018_11_01_01_46_08_467.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_08_467.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_08_467.jpg,0,0,0,1.648123E-06
/root/Desktop/IMG/center_2018_11_01_01_46_08_541.jpg,/root/Desktop/IMG/left_2018_11_01_01_46_08_541.jpg,/root/Desktop/IMG/right_2018_11_01_01_46_08_541.jpg,0,0,0,1.090867E-06
